rating,review,place,date,des
4,Value-for-money,Kovilpatti,7 months ago,GOOD PRODUCT
5,Highly recommended,Nayudupeta,7 months ago,Nice
5,Mind-blowing purchase,Ahmedabad,7 months ago,Best product in this price, dont think,just bye it....
5,Excellent,New Delhi,7 months ago,Best Quality Of display
5,Simply awesome,Mahesana,7 months ago,very good build quality very good sound and picture quality is very good I love it very very muchinstallation engineer doesn't come after 10 days password
5,Worth every penny,New Delhi,7 months ago,superb
4,Delightful,Chittoor,7 months ago,Good product
5,Fabulous!,New Delhi,7 months ago,good
3,Does the job,Shahdol,7 months ago,it is not a android tv company is telling lieu can't download jio tv or other app which is not in his listif u see a google play store and decide to buy this tv then don't waste ur money
5,Terrific,Nandurbar,7 months ago,Very good  product mi valu of money
4,Very Good,Anantapur,7 months ago,Awesome Television
5,Just wow!,Visakhapatnam,7 months ago,Nice
1,Unsatisfactory,Bengaluru,7 months ago,don't buy from flipkart
5,Great product,Tiruchirappalli,7 months ago,Sound quality is Amazing
5,Fabulous!,Kozhikode,7 months ago,Difficult in screen mirroring
5,Mind-blowing purchase,Contai,7 months ago,Gd quality. Awesome TV
5,Super!,Hassan,7 months ago,Very Nice My fevt Tv Mi
5,Super!,New Delhi,7 months ago,good...
5,Best in the market!,Dharmapuri,7 months ago,super best price
4,Delightful,Ahmedabad,7 months ago,Superb  TV  by Xaomi
4,Worth the money,Chitradurga District,7 months ago,very good product.
5,Mind-blowing purchase,Vapi,7 months ago,Nice product n delivery is so good
4,Delightful,Pune,7 months ago,After 10 days I can say to MI 43 android tv is most of buy in market and I explain this with android OS is really good function like as a contrast and visualisation like many more beneficial functions. Sound, WiFi connectivity is good,   I recommended buy this tv.
5,Excellent,Chennai,7 months ago,super thanks flipkart
2,Moderate,Orai,7 months ago,Sound quality is not goood
5,Wonderful,Mahad,7 months ago,awasome
4,Really Nice,New Delhi,7 months ago,good
5,Worth every penny,Tirupati,7 months ago,Good
5,Fabulous!,Bengaluru,7 months ago,best tv
4,Good choice,Warangal,7 months ago,Good sound quality and also picture. Best tv in this price. Go for it.
5,Terrific,Hajipur,7 months ago,awesome 👍👍👍
5,Worth every penny,Satana,7 months ago,very good t. v
4,Wonderful,Gorakhpur,7 months ago,Their was a brightness issues, but you can solve that issues.
5,Highly recommended,Chennai,7 months ago,Nice product, good  quality
4,Very Good,Puducherry,7 months ago,amazing product.good sound quality.
5,Super!,Bhadrachalam,7 months ago,super
5,Super!,Surendranagar,7 months ago,Good product
5,Classy product,Nadiad,7 months ago,Very good
3,Nice,Gurugram,7 months ago,Connectivity issue with Wifi and software hanging issue in TV
5,Brilliant,Hyderabad,7 months ago,All is best, except for the Netflix, it's not connecting
5,Brilliant,Chennai,7 months ago,its working very good i like and love it
4,Value-for-money,Paramakudi,7 months ago,Awesome product
4,Worth the money,Dharwad,7 months ago,Best in class very satisfied product from mi, very simple tv,user-friendly.. but keep firmware update old purchasers too.. where other brands failed..
5,Wonderful,Nagpur,7 months ago,Best Mi tv For this Price. Go for it.
5,Fabulous!,Erode,7 months ago,way they delivered and demo is too good
5,Great product,Bengaluru,7 months ago,Awesome product in budget.... I loved it
5,Great product,Simar Sir,7 months ago,dont consider negative reviewsall spec. are true and performance is better than i expected in 21 thousands
5,Brilliant,Jaipur,7 months ago,mi is tha west in tha world
5,Fabulous!,Indore,7 months ago,Very very good clearity very good sound and value for money 💯💯💯💯💯
5,Highly recommended,Bolpur,7 months ago,EXCELLENT
4,Pretty good,Jamner,7 months ago,Good product at this price. Poor and irresponsible service by Jeevas engineer.
5,Excellent,Certified Buyer,7 months ago,excellent product in this price , android at this price quite tough to find its competitors
5,Great product,Hyderabad,7 months ago,Great product..Writing the review after one month usage. Improved sound and picture quality. Met the requirements that too with a legitimate price range..
5,Terrific purchase,Virudhunagar,7 months ago,very good, just go for it....
5,Works good,Bhopal,7 months ago,Well honestly I will tell you that its a very good product to buy for android tv lover, its working good will add comment later after using few days thanks.
5,Awesome,New Delhi,7 months ago,Value for money....awesome picture quality
5,Perfect product!,Mumbai,7 months ago,Nothing to think about, just go for it. Value for money. Good picture & sound quality. I recommend to take 1+2 years extended warrenty.Also 1 day delivery & same day installation was superb👌🏻
5,Just wow!,Biharsharif,7 months ago,awesome TV at great prices with good installation service
1,Absolute Garbage!,New Delhi,7 months ago,Picture quality is pathetic, not even near to samsung or sony, Sounds like plastic. Screen resolution is 720p and not full HD. MI is cheating its customers.It says as smart tv but you do not get any native app, not even YouTube which prevents you from playing videos in high resolution. Forget about Netflix and Prime video. Chromecast is just to show screensavers on the sreen, there is no other use of Chromecast.Regretting the decision of buying this crap. Sold it on OLX within a month.
5,Mind-blowing purchase,Khargone,7 months ago,Smart
5,Wonderful,Pantheeramkavu,7 months ago,awesome product
4,Delightful,Gwalior,7 months ago,good product for value many and install with 1 hours then service  of mi & filipcard is excellent
4,Value-for-money,Bengaluru,7 months ago,Better build quality compared to 2018 MI models, less borders around all four corners of TV, it's really looking nice.
5,Terrific purchase,Bongaigaon,7 months ago,great product nice sound quality and nice picture quality
4,Good choice,Mohali,7 months ago,Good Product....
5,Excellent,Moga,7 months ago,Thanks Flikart and Mi For Best Service
4,Delightful,Salem,7 months ago,Nice product
5,Perfect product!,Raipur,7 months ago,I don't think there is any comparison or any other product in the race. best tv to buy at this price point.
5,Super!,Aurangabad,7 months ago,Mi 👌
5,Brilliant,Lucknow,7 months ago,actual smartyyyyy
1,Useless product,Eluru,7 months ago,I buy this TV 20days back now display spoiled I don't no what happened they mechanic told I will chage display but I disappointed because with in 20days I faced this problem it's not good
5,Must buy!,Salaya,7 months ago,super
5,Highly recommended,Bangalore,7 months ago,Good product by mi,great satisfaction
5,Terrific purchase,Udumalaipettai,7 months ago,GOOD PRODUCT
5,Classy product,Pune,7 months ago,nice android tv in reasonable price
5,Perfect product!,Cuncolim,7 months ago,Lovely Buy for very good quality for best price
4,Really Nice,Thrissur,7 months ago,compare with other tv in this budget , it's good
5,Just wow!,Chennai,7 months ago,Good to watch...online  u tube channels....Waiting for durability
5,Fabulous!,Jaipur,7 months ago,nice in market
5,Great product,Leather Complex Industrial Area,7 months ago,nice product and look osm picture quality is also good.
4,Value-for-money,Thane,7 months ago,Very nice product from MI,Fully satisfy with the product.Picture quality is nice, 4k is also supported.Volume is load enough to fill medium size room.Soundbar will be added benefit.I side loaded few application which are not available directly one the play store.
5,Awesome,Sardarshahar,7 months ago,awesome tv
4,Good quality product,Guna,7 months ago,Good
4,Good choice,Agra,7 months ago,Good product..
5,Great product,Sulur,7 months ago,Value for money and user-friendly latest Android TV. Delivery and installation was prompt and pleasant.  I would recommend it to my friend's to not have second thoughts about buying.
5,Simply awesome,Varanasi,7 months ago,good product
5,Simply awesome,Dindigul,7 months ago,best
5,Awesome,Chennai,7 months ago,best tv in budget price
5,Highly recommended,Chinnamanur,7 months ago,Good
4,Value-for-money,Ghaziabad,7 months ago,Don't compare it with Android Mobile. overall value for money product.
5,Awesome,Chirawa,7 months ago,Best quality
5,Worth every penny,Rajahmundry,7 months ago,Good
5,Just wow!,Rajpipla,7 months ago,excellent products i am so happy
5,Brilliant,Wardha,7 months ago,best tv I have ever seen in terms of money 💰
5,Terrific purchase,Rampur,7 months ago,Great experience with this product
5,Must buy!,Silvassa,7 months ago,good product compared to offline market. value for money .
4,Nice product,Nawabganj Unnao District,7 months ago,better
4,Good choice,Ettayapuram,7 months ago,wowwwww
5,Brilliant,Kolhapur,7 months ago,excellent product.. worth buying.. dont go for any other option.. just go with 4a pro
2,Could be way better,Bodhan,7 months ago,should have more friendly to android apps and wallmount stand is pathetic, it is very and hurt hands while putting pen drive or something... should have handled the sharp edges properly. should have proper volume control when watching movies sometime goes up and down and even not able to hear audio properly.. only cost is less but not comfortable with features
5,Brilliant,Lucknow,7 months ago,amazing Don't go on the negative reviews .this product is damn amazing trust me worth buying
5,Excellent,Indore,7 months ago,best mi tv
5,Just wow!,Tirupathur Vellore District,7 months ago,vow!
4,Delightful,Kapurthala,7 months ago,All things are good in mi tv. minor problems maybe it solved by update . but i think it is a best choice in this money. display quality also outstanding
4,Very Good,Kashipur,7 months ago,nice tv but sometimes picture quality is little bit low
5,Fabulous!,Raniganj,7 months ago,What A TV!!!Mindblowing Purchase...Awesome Performance...
5,Mind-blowing purchase,Bhadrari Kothagudem District,7 months ago,Supar iam so happy
5,Great product,Lucknow,7 months ago,excilent
5,Terrific purchase,Thane,7 months ago,awesome
5,Perfect product!,Nawada,7 months ago,Simply superb ..... Fantastic TV thanks flipkart best service as usual. Not only online shoping,.  but a trust for the best
4,Wonderful,Vellore District,7 months ago,Good
5,Excellent,Ahmedabad,7 months ago,Best product... installation and delivery complet within 48 hours..
5,Mind-blowing purchase,Bahadurgarh,7 months ago,good but Google home connecting problem
5,Excellent,Hyderabad,7 months ago,super
5,Highly recommended,Trichy,7 months ago,Good
3,Decent product,Tumkur District,7 months ago,ok
5,Brilliant,Alipurdur,7 months ago,i like it..
4,Good choice,Thoothukkudi,7 months ago,best in this price segment ... value for money
5,Classy product,Chennai,7 months ago,nice
5,Best in the market!,Gautam Buddha Nagar,7 months ago,nice features ..
5,Highly recommended,Palakkad District,7 months ago,Good service by fk nd jeevees. Tv is excellent at this price and everyone enjoyed the product
5,Just wow!,New Delhi,7 months ago,Value for money...obviously!!
4,Very Good,Sembedu,7 months ago,very nice product  some time connectivity problem.  picture quality ok
4,Very Good,Sri Potti Sriramulu Nellore District,7 months ago,good product
